degree_e1,degree_e2,quotient_difference_h,g_coefficients,discriminant_coefficients,discriminant_degree,odd_squarefree_degree,classification
5,5,-24,"-2,0,-2","-92,0,488,0,-92",4,4,genus_one_after_square_removal
5,5,-23,"-2,0,-2","-88,0,445,0,-88",4,4,genus_one_after_square_removal
5,5,-22,"-2,0,-2","-84,0,404,0,-84",4,4,genus_one_after_square_removal
5,5,-21,"-2,0,-2","-80,0,365,0,-80",4,4,genus_one_after_square_removal
5,5,-20,"-2,0,-2","-76,0,328,0,-76",4,4,genus_one_after_square_removal
5,5,-19,"-2,0,-2","-72,0,293,0,-72",4,4,genus_one_after_square_removal
5,5,-18,"-2,0,-2","-68,0,260,0,-68",4,4,genus_one_after_square_removal
5,5,-17,"-2,0,-2","-64,0,229,0,-64",4,4,genus_one_after_square_removal
5,5,-16,"-2,0,-2","-60,0,200,0,-60",4,4,genus_one_after_square_removal
5,5,-15,"-2,0,-2","-56,0,173,0,-56",4,4,genus_one_after_square_removal
5,5,-14,"-2,0,-2","-52,0,148,0,-52",4,4,genus_one_after_square_removal
5,5,-13,"-2,0,-2","-48,0,125,0,-48",4,4,genus_one_after_square_removal
5,5,-12,"-2,0,-2","-44,0,104,0,-44",4,4,genus_one_after_square_removal
5,5,-11,"-2,0,-2","-40,0,85,0,-40",4,4,genus_one_after_square_removal
5,5,-10,"-2,0,-2","-36,0,68,0,-36",4,4,genus_one_after_square_removal
5,5,-9,"-2,0,-2","-32,0,53,0,-32",4,4,genus_one_after_square_removal
5,5,-8,"-2,0,-2","-28,0,40,0,-28",4,4,genus_one_after_square_removal
5,5,-7,"-2,0,-2","-24,0,29,0,-24",4,4,genus_one_after_square_removal
5,5,-6,"-2,0,-2","-20,0,20,0,-20",4,4,genus_one_after_square_removal
5,5,-5,"-2,0,-2","-16,0,13,0,-16",4,4,genus_one_after_square_removal
5,5,-4,"-2,0,-2","-12,0,8,0,-12",4,4,genus_one_after_square_removal
5,5,-3,"-2,0,-2","-8,0,5,0,-8",4,4,genus_one_after_square_removal
5,5,-2,"-2,0,-2","-4,0,4,0,-4",4,4,genus_one_after_square_removal
5,5,-1,"-2,0,-2","0,0,5",2,0,constant_nonsquare_times_square
5,5,0,"-2,0,-2",,,,h0_finite_divisibility
5,5,1,"-2,0,-2","8,0,13,0,8",4,4,genus_one_after_square_removal
5,5,2,"-2,0,-2","12,0,20,0,12",4,4,genus_one_after_square_removal
5,5,3,"-2,0,-2","16,0,29,0,16",4,4,genus_one_after_square_removal
5,5,4,"-2,0,-2","20,0,40,0,20",4,0,constant_nonsquare_times_square
5,5,5,"-2,0,-2","24,0,53,0,24",4,4,genus_one_after_square_removal
5,5,6,"-2,0,-2","28,0,68,0,28",4,4,genus_one_after_square_removal
5,5,7,"-2,0,-2","32,0,85,0,32",4,4,genus_one_after_square_removal
5,5,8,"-2,0,-2","36,0,104,0,36",4,4,genus_one_after_square_removal
5,5,9,"-2,0,-2","40,0,125,0,40",4,4,genus_one_after_square_removal
5,5,10,"-2,0,-2","44,0,148,0,44",4,4,genus_one_after_square_removal
5,5,11,"-2,0,-2","48,0,173,0,48",4,4,genus_one_after_square_removal
5,5,12,"-2,0,-2","52,0,200,0,52",4,4,genus_one_after_square_removal
5,5,13,"-2,0,-2","56,0,229,0,56",4,4,genus_one_after_square_removal
5,5,14,"-2,0,-2","60,0,260,0,60",4,4,genus_one_after_square_removal
5,5,15,"-2,0,-2","64,0,293,0,64",4,4,genus_one_after_square_removal
5,5,16,"-2,0,-2","68,0,328,0,68",4,4,genus_one_after_square_removal
5,5,17,"-2,0,-2","72,0,365,0,72",4,4,genus_one_after_square_removal
5,5,18,"-2,0,-2","76,0,404,0,76",4,4,genus_one_after_square_removal
5,5,19,"-2,0,-2","80,0,445,0,80",4,4,genus_one_after_square_removal
5,5,20,"-2,0,-2","84,0,488,0,84",4,4,genus_one_after_square_removal
5,5,21,"-2,0,-2","88,0,533,0,88",4,4,genus_one_after_square_removal
5,5,22,"-2,0,-2","92,0,580,0,92",4,4,genus_one_after_square_removal
5,5,23,"-2,0,-2","96,0,629,0,96",4,4,genus_one_after_square_removal
5,5,24,"-2,0,-2","100,0,680,0,100",4,4,genus_one_after_square_removal
5,8,-24,"-1,1,-1","-95,46,531,46,-95",4,4,genus_one_after_square_removal
5,8,-23,"-1,1,-1","-91,44,486,44,-91",4,4,genus_one_after_square_removal
5,8,-22,"-1,1,-1","-87,42,443,42,-87",4,4,genus_one_after_square_removal
5,8,-21,"-1,1,-1","-83,40,402,40,-83",4,4,genus_one_after_square_removal
5,8,-20,"-1,1,-1","-79,38,363,38,-79",4,4,genus_one_after_square_removal
5,8,-19,"-1,1,-1","-75,36,326,36,-75",4,4,genus_one_after_square_removal
5,8,-18,"-1,1,-1","-71,34,291,34,-71",4,4,genus_one_after_square_removal
5,8,-17,"-1,1,-1","-67,32,258,32,-67",4,4,genus_one_after_square_removal
5,8,-16,"-1,1,-1","-63,30,227,30,-63",4,4,genus_one_after_square_removal
5,8,-15,"-1,1,-1","-59,28,198,28,-59",4,4,genus_one_after_square_removal
5,8,-14,"-1,1,-1","-55,26,171,26,-55",4,4,genus_one_after_square_removal
5,8,-13,"-1,1,-1","-51,24,146,24,-51",4,4,genus_one_after_square_removal
5,8,-12,"-1,1,-1","-47,22,123,22,-47",4,4,genus_one_after_square_removal
5,8,-11,"-1,1,-1","-43,20,102,20,-43",4,4,genus_one_after_square_removal
5,8,-10,"-1,1,-1","-39,18,83,18,-39",4,4,genus_one_after_square_removal
5,8,-9,"-1,1,-1","-35,16,66,16,-35",4,4,genus_one_after_square_removal
5,8,-8,"-1,1,-1","-31,14,51,14,-31",4,4,genus_one_after_square_removal
5,8,-7,"-1,1,-1","-27,12,38,12,-27",4,4,genus_one_after_square_removal
5,8,-6,"-1,1,-1","-23,10,27,10,-23",4,4,genus_one_after_square_removal
5,8,-5,"-1,1,-1","-19,8,18,8,-19",4,4,genus_one_after_square_removal
5,8,-4,"-1,1,-1","-15,6,11,6,-15",4,4,genus_one_after_square_removal
5,8,-3,"-1,1,-1","-11,4,6,4,-11",4,4,genus_one_after_square_removal
5,8,-2,"-1,1,-1","-7,2,3,2,-7",4,4,genus_one_after_square_removal
5,8,-1,"-1,1,-1","-3,0,2,0,-3",4,4,genus_one_after_square_removal
5,8,0,"-1,1,-1",,,,h0_finite_divisibility
5,8,1,"-1,1,-1","5,-4,6,-4,5",4,4,genus_one_after_square_removal
5,8,2,"-1,1,-1","9,-6,11,-6,9",4,4,genus_one_after_square_removal
5,8,3,"-1,1,-1","13,-8,18,-8,13",4,4,genus_one_after_square_removal
5,8,4,"-1,1,-1","17,-10,27,-10,17",4,4,genus_one_after_square_removal
5,8,5,"-1,1,-1","21,-12,38,-12,21",4,4,genus_one_after_square_removal
5,8,6,"-1,1,-1","25,-14,51,-14,25",4,4,genus_one_after_square_removal
5,8,7,"-1,1,-1","29,-16,66,-16,29",4,4,genus_one_after_square_removal
5,8,8,"-1,1,-1","33,-18,83,-18,33",4,4,genus_one_after_square_removal
5,8,9,"-1,1,-1","37,-20,102,-20,37",4,4,genus_one_after_square_removal
5,8,10,"-1,1,-1","41,-22,123,-22,41",4,4,genus_one_after_square_removal
5,8,11,"-1,1,-1","45,-24,146,-24,45",4,4,genus_one_after_square_removal
5,8,12,"-1,1,-1","49,-26,171,-26,49",4,4,genus_one_after_square_removal
5,8,13,"-1,1,-1","53,-28,198,-28,53",4,4,genus_one_after_square_removal
5,8,14,"-1,1,-1","57,-30,227,-30,57",4,4,genus_one_after_square_removal
5,8,15,"-1,1,-1","61,-32,258,-32,61",4,4,genus_one_after_square_removal
5,8,16,"-1,1,-1","65,-34,291,-34,65",4,4,genus_one_after_square_removal
5,8,17,"-1,1,-1","69,-36,326,-36,69",4,4,genus_one_after_square_removal
5,8,18,"-1,1,-1","73,-38,363,-38,73",4,4,genus_one_after_square_removal
5,8,19,"-1,1,-1","77,-40,402,-40,77",4,4,genus_one_after_square_removal
5,8,20,"-1,1,-1","81,-42,443,-42,81",4,4,genus_one_after_square_removal
5,8,21,"-1,1,-1","85,-44,486,-44,85",4,4,genus_one_after_square_removal
5,8,22,"-1,1,-1","89,-46,531,-46,89",4,4,genus_one_after_square_removal
5,8,23,"-1,1,-1","93,-48,578,-48,93",4,4,genus_one_after_square_removal
5,8,24,"-1,1,-1","97,-50,627,-50,97",4,4,genus_one_after_square_removal
5,10,-24,0,"-96,96,480,96,-96",4,4,genus_one_after_square_removal
5,10,-23,0,"-92,92,437,92,-92",4,4,genus_one_after_square_removal
5,10,-22,0,"-88,88,396,88,-88",4,4,genus_one_after_square_removal
5,10,-21,0,"-84,84,357,84,-84",4,4,genus_one_after_square_removal
5,10,-20,0,"-80,80,320,80,-80",4,2,genus_zero_after_square_removal
5,10,-19,0,"-76,76,285,76,-76",4,4,genus_one_after_square_removal
5,10,-18,0,"-72,72,252,72,-72",4,4,genus_one_after_square_removal
5,10,-17,0,"-68,68,221,68,-68",4,4,genus_one_after_square_removal
5,10,-16,0,"-64,64,192,64,-64",4,4,genus_one_after_square_removal
5,10,-15,0,"-60,60,165,60,-60",4,4,genus_one_after_square_removal
5,10,-14,0,"-56,56,140,56,-56",4,4,genus_one_after_square_removal
5,10,-13,0,"-52,52,117,52,-52",4,4,genus_one_after_square_removal
5,10,-12,0,"-48,48,96,48,-48",4,4,genus_one_after_square_removal
5,10,-11,0,"-44,44,77,44,-44",4,4,genus_one_after_square_removal
5,10,-10,0,"-40,40,60,40,-40",4,4,genus_one_after_square_removal
5,10,-9,0,"-36,36,45,36,-36",4,4,genus_one_after_square_removal
5,10,-8,0,"-32,32,32,32,-32",4,4,genus_one_after_square_removal
5,10,-7,0,"-28,28,21,28,-28",4,4,genus_one_after_square_removal
5,10,-6,0,"-24,24,12,24,-24",4,4,genus_one_after_square_removal
5,10,-5,0,"-20,20,5,20,-20",4,4,genus_one_after_square_removal
5,10,-4,0,"-16,16,0,16,-16",4,2,genus_zero_after_square_removal
5,10,-3,0,"-12,12,-3,12,-12",4,4,genus_one_after_square_removal
5,10,-2,0,"-8,8,-4,8,-8",4,4,genus_one_after_square_removal
5,10,-1,0,"-4,4,-3,4,-4",4,4,genus_one_after_square_removal
5,10,0,0,,,,h0_impossible_zero_g
5,10,1,0,"4,-4,5,-4,4",4,4,genus_one_after_square_removal
5,10,2,0,"8,-8,12,-8,8",4,4,genus_one_after_square_removal
5,10,3,0,"12,-12,21,-12,12",4,4,genus_one_after_square_removal
5,10,4,0,"16,-16,32,-16,16",4,4,genus_one_after_square_removal
5,10,5,0,"20,-20,45,-20,20",4,0,constant_nonsquare_times_square
5,10,6,0,"24,-24,60,-24,24",4,4,genus_one_after_square_removal
5,10,7,0,"28,-28,77,-28,28",4,4,genus_one_after_square_removal
5,10,8,0,"32,-32,96,-32,32",4,4,genus_one_after_square_removal
5,10,9,0,"36,-36,117,-36,36",4,4,genus_one_after_square_removal
5,10,10,0,"40,-40,140,-40,40",4,4,genus_one_after_square_removal
5,10,11,0,"44,-44,165,-44,44",4,4,genus_one_after_square_removal
5,10,12,0,"48,-48,192,-48,48",4,4,genus_one_after_square_removal
5,10,13,0,"52,-52,221,-52,52",4,4,genus_one_after_square_removal
5,10,14,0,"56,-56,252,-56,56",4,4,genus_one_after_square_removal
5,10,15,0,"60,-60,285,-60,60",4,4,genus_one_after_square_removal
5,10,16,0,"64,-64,320,-64,64",4,4,genus_one_after_square_removal
5,10,17,0,"68,-68,357,-68,68",4,4,genus_one_after_square_removal
5,10,18,0,"72,-72,396,-72,72",4,4,genus_one_after_square_removal
5,10,19,0,"76,-76,437,-76,76",4,4,genus_one_after_square_removal
5,10,20,0,"80,-80,480,-80,80",4,4,genus_one_after_square_removal
5,10,21,0,"84,-84,525,-84,84",4,4,genus_one_after_square_removal
5,10,22,0,"88,-88,572,-88,88",4,4,genus_one_after_square_removal
5,10,23,0,"92,-92,621,-92,92",4,4,genus_one_after_square_removal
5,10,24,0,"96,-96,672,-96,96",4,4,genus_one_after_square_removal
5,12,-24,"-1,2,-1","-95,44,582,44,-95",4,4,genus_one_after_square_removal
5,12,-23,"-1,2,-1","-91,42,535,42,-91",4,4,genus_one_after_square_removal
5,12,-22,"-1,2,-1","-87,40,490,40,-87",4,4,genus_one_after_square_removal
5,12,-21,"-1,2,-1","-83,38,447,38,-83",4,4,genus_one_after_square_removal
5,12,-20,"-1,2,-1","-79,36,406,36,-79",4,4,genus_one_after_square_removal
5,12,-19,"-1,2,-1","-75,34,367,34,-75",4,4,genus_one_after_square_removal
5,12,-18,"-1,2,-1","-71,32,330,32,-71",4,4,genus_one_after_square_removal
5,12,-17,"-1,2,-1","-67,30,295,30,-67",4,4,genus_one_after_square_removal
5,12,-16,"-1,2,-1","-63,28,262,28,-63",4,4,genus_one_after_square_removal
5,12,-15,"-1,2,-1","-59,26,231,26,-59",4,4,genus_one_after_square_removal
5,12,-14,"-1,2,-1","-55,24,202,24,-55",4,4,genus_one_after_square_removal
5,12,-13,"-1,2,-1","-51,22,175,22,-51",4,4,genus_one_after_square_removal
5,12,-12,"-1,2,-1","-47,20,150,20,-47",4,4,genus_one_after_square_removal
5,12,-11,"-1,2,-1","-43,18,127,18,-43",4,4,genus_one_after_square_removal
5,12,-10,"-1,2,-1","-39,16,106,16,-39",4,4,genus_one_after_square_removal
5,12,-9,"-1,2,-1","-35,14,87,14,-35",4,4,genus_one_after_square_removal
5,12,-8,"-1,2,-1","-31,12,70,12,-31",4,4,genus_one_after_square_removal
5,12,-7,"-1,2,-1","-27,10,55,10,-27",4,4,genus_one_after_square_removal
5,12,-6,"-1,2,-1","-23,8,42,8,-23",4,4,genus_one_after_square_removal
5,12,-5,"-1,2,-1","-19,6,31,6,-19",4,4,genus_one_after_square_removal
5,12,-4,"-1,2,-1","-15,4,22,4,-15",4,2,genus_zero_after_square_removal
5,12,-3,"-1,2,-1","-11,2,15,2,-11",4,4,genus_one_after_square_removal
5,12,-2,"-1,2,-1","-7,0,10,0,-7",4,4,genus_one_after_square_removal
5,12,-1,"-1,2,-1","-3,-2,7,-2,-3",4,4,genus_one_after_square_removal
5,12,0,"-1,2,-1",,,,h0_finite_divisibility
5,12,1,"-1,2,-1","5,-6,7,-6,5",4,4,genus_one_after_square_removal
5,12,2,"-1,2,-1","9,-8,10,-8,9",4,4,genus_one_after_square_removal
5,12,3,"-1,2,-1","13,-10,15,-10,13",4,4,genus_one_after_square_removal
5,12,4,"-1,2,-1","17,-12,22,-12,17",4,4,genus_one_after_square_removal
5,12,5,"-1,2,-1","21,-14,31,-14,21",4,4,genus_one_after_square_removal
5,12,6,"-1,2,-1","25,-16,42,-16,25",4,4,genus_one_after_square_removal
5,12,7,"-1,2,-1","29,-18,55,-18,29",4,4,genus_one_after_square_removal
5,12,8,"-1,2,-1","33,-20,70,-20,33",4,4,genus_one_after_square_removal
5,12,9,"-1,2,-1","37,-22,87,-22,37",4,4,genus_one_after_square_removal
5,12,10,"-1,2,-1","41,-24,106,-24,41",4,4,genus_one_after_square_removal
5,12,11,"-1,2,-1","45,-26,127,-26,45",4,4,genus_one_after_square_removal
5,12,12,"-1,2,-1","49,-28,150,-28,49",4,4,genus_one_after_square_removal
5,12,13,"-1,2,-1","53,-30,175,-30,53",4,4,genus_one_after_square_removal
5,12,14,"-1,2,-1","57,-32,202,-32,57",4,4,genus_one_after_square_removal
5,12,15,"-1,2,-1","61,-34,231,-34,61",4,4,genus_one_after_square_removal
5,12,16,"-1,2,-1","65,-36,262,-36,65",4,4,genus_one_after_square_removal
5,12,17,"-1,2,-1","69,-38,295,-38,69",4,4,genus_one_after_square_removal
5,12,18,"-1,2,-1","73,-40,330,-40,73",4,4,genus_one_after_square_removal
5,12,19,"-1,2,-1","77,-42,367,-42,77",4,4,genus_one_after_square_removal
5,12,20,"-1,2,-1","81,-44,406,-44,81",4,4,genus_one_after_square_removal
5,12,21,"-1,2,-1","85,-46,447,-46,85",4,4,genus_one_after_square_removal
5,12,22,"-1,2,-1","89,-48,490,-48,89",4,4,genus_one_after_square_removal
5,12,23,"-1,2,-1","93,-50,535,-50,93",4,4,genus_one_after_square_removal
5,12,24,"-1,2,-1","97,-52,582,-52,97",4,4,genus_one_after_square_removal
8,5,-24,"-1,-1,-1","-95,-46,531,-46,-95",4,4,genus_one_after_square_removal
8,5,-23,"-1,-1,-1","-91,-44,486,-44,-91",4,4,genus_one_after_square_removal
8,5,-22,"-1,-1,-1","-87,-42,443,-42,-87",4,4,genus_one_after_square_removal
8,5,-21,"-1,-1,-1","-83,-40,402,-40,-83",4,4,genus_one_after_square_removal
8,5,-20,"-1,-1,-1","-79,-38,363,-38,-79",4,4,genus_one_after_square_removal
8,5,-19,"-1,-1,-1","-75,-36,326,-36,-75",4,4,genus_one_after_square_removal
8,5,-18,"-1,-1,-1","-71,-34,291,-34,-71",4,4,genus_one_after_square_removal
8,5,-17,"-1,-1,-1","-67,-32,258,-32,-67",4,4,genus_one_after_square_removal
8,5,-16,"-1,-1,-1","-63,-30,227,-30,-63",4,4,genus_one_after_square_removal
8,5,-15,"-1,-1,-1","-59,-28,198,-28,-59",4,4,genus_one_after_square_removal
8,5,-14,"-1,-1,-1","-55,-26,171,-26,-55",4,4,genus_one_after_square_removal
8,5,-13,"-1,-1,-1","-51,-24,146,-24,-51",4,4,genus_one_after_square_removal
8,5,-12,"-1,-1,-1","-47,-22,123,-22,-47",4,4,genus_one_after_square_removal
8,5,-11,"-1,-1,-1","-43,-20,102,-20,-43",4,4,genus_one_after_square_removal
8,5,-10,"-1,-1,-1","-39,-18,83,-18,-39",4,4,genus_one_after_square_removal
8,5,-9,"-1,-1,-1","-35,-16,66,-16,-35",4,4,genus_one_after_square_removal
8,5,-8,"-1,-1,-1","-31,-14,51,-14,-31",4,4,genus_one_after_square_removal
8,5,-7,"-1,-1,-1","-27,-12,38,-12,-27",4,4,genus_one_after_square_removal
8,5,-6,"-1,-1,-1","-23,-10,27,-10,-23",4,4,genus_one_after_square_removal
8,5,-5,"-1,-1,-1","-19,-8,18,-8,-19",4,4,genus_one_after_square_removal
8,5,-4,"-1,-1,-1","-15,-6,11,-6,-15",4,4,genus_one_after_square_removal
8,5,-3,"-1,-1,-1","-11,-4,6,-4,-11",4,4,genus_one_after_square_removal
8,5,-2,"-1,-1,-1","-7,-2,3,-2,-7",4,4,genus_one_after_square_removal
8,5,-1,"-1,-1,-1","-3,0,2,0,-3",4,4,genus_one_after_square_removal
8,5,0,"-1,-1,-1",,,,h0_finite_divisibility
8,5,1,"-1,-1,-1","5,4,6,4,5",4,4,genus_one_after_square_removal
8,5,2,"-1,-1,-1","9,6,11,6,9",4,4,genus_one_after_square_removal
8,5,3,"-1,-1,-1","13,8,18,8,13",4,4,genus_one_after_square_removal
8,5,4,"-1,-1,-1","17,10,27,10,17",4,4,genus_one_after_square_removal
8,5,5,"-1,-1,-1","21,12,38,12,21",4,4,genus_one_after_square_removal
8,5,6,"-1,-1,-1","25,14,51,14,25",4,4,genus_one_after_square_removal
8,5,7,"-1,-1,-1","29,16,66,16,29",4,4,genus_one_after_square_removal
8,5,8,"-1,-1,-1","33,18,83,18,33",4,4,genus_one_after_square_removal
8,5,9,"-1,-1,-1","37,20,102,20,37",4,4,genus_one_after_square_removal
8,5,10,"-1,-1,-1","41,22,123,22,41",4,4,genus_one_after_square_removal
8,5,11,"-1,-1,-1","45,24,146,24,45",4,4,genus_one_after_square_removal
8,5,12,"-1,-1,-1","49,26,171,26,49",4,4,genus_one_after_square_removal
8,5,13,"-1,-1,-1","53,28,198,28,53",4,4,genus_one_after_square_removal
8,5,14,"-1,-1,-1","57,30,227,30,57",4,4,genus_one_after_square_removal
8,5,15,"-1,-1,-1","61,32,258,32,61",4,4,genus_one_after_square_removal
8,5,16,"-1,-1,-1","65,34,291,34,65",4,4,genus_one_after_square_removal
8,5,17,"-1,-1,-1","69,36,326,36,69",4,4,genus_one_after_square_removal
8,5,18,"-1,-1,-1","73,38,363,38,73",4,4,genus_one_after_square_removal
8,5,19,"-1,-1,-1","77,40,402,40,77",4,4,genus_one_after_square_removal
8,5,20,"-1,-1,-1","81,42,443,42,81",4,4,genus_one_after_square_removal
8,5,21,"-1,-1,-1","85,44,486,44,85",4,4,genus_one_after_square_removal
8,5,22,"-1,-1,-1","89,46,531,46,89",4,4,genus_one_after_square_removal
8,5,23,"-1,-1,-1","93,48,578,48,93",4,4,genus_one_after_square_removal
8,5,24,"-1,-1,-1","97,50,627,50,97",4,4,genus_one_after_square_removal
8,8,-24,0,"-96,0,576,0,-96",4,4,genus_one_after_square_removal
8,8,-23,0,"-92,0,529,0,-92",4,4,genus_one_after_square_removal
8,8,-22,0,"-88,0,484,0,-88",4,4,genus_one_after_square_removal
8,8,-21,0,"-84,0,441,0,-84",4,4,genus_one_after_square_removal
8,8,-20,0,"-80,0,400,0,-80",4,4,genus_one_after_square_removal
8,8,-19,0,"-76,0,361,0,-76",4,4,genus_one_after_square_removal
8,8,-18,0,"-72,0,324,0,-72",4,4,genus_one_after_square_removal
8,8,-17,0,"-68,0,289,0,-68",4,4,genus_one_after_square_removal
8,8,-16,0,"-64,0,256,0,-64",4,4,genus_one_after_square_removal
8,8,-15,0,"-60,0,225,0,-60",4,4,genus_one_after_square_removal
8,8,-14,0,"-56,0,196,0,-56",4,4,genus_one_after_square_removal
8,8,-13,0,"-52,0,169,0,-52",4,4,genus_one_after_square_removal
8,8,-12,0,"-48,0,144,0,-48",4,4,genus_one_after_square_removal
8,8,-11,0,"-44,0,121,0,-44",4,4,genus_one_after_square_removal
8,8,-10,0,"-40,0,100,0,-40",4,4,genus_one_after_square_removal
8,8,-9,0,"-36,0,81,0,-36",4,4,genus_one_after_square_removal
8,8,-8,0,"-32,0,64,0,-32",4,0,constant_nonsquare_times_square
8,8,-7,0,"-28,0,49,0,-28",4,4,genus_one_after_square_removal
8,8,-6,0,"-24,0,36,0,-24",4,4,genus_one_after_square_removal
8,8,-5,0,"-20,0,25,0,-20",4,4,genus_one_after_square_removal
8,8,-4,0,"-16,0,16,0,-16",4,4,genus_one_after_square_removal
8,8,-3,0,"-12,0,9,0,-12",4,4,genus_one_after_square_removal
8,8,-2,0,"-8,0,4,0,-8",4,4,genus_one_after_square_removal
8,8,-1,0,"-4,0,1,0,-4",4,4,genus_one_after_square_removal
8,8,0,0,,,,h0_impossible_zero_g
8,8,1,0,"4,0,1,0,4",4,4,genus_one_after_square_removal
8,8,2,0,"8,0,4,0,8",4,4,genus_one_after_square_removal
8,8,3,0,"12,0,9,0,12",4,4,genus_one_after_square_removal
8,8,4,0,"16,0,16,0,16",4,4,genus_one_after_square_removal
8,8,5,0,"20,0,25,0,20",4,4,genus_one_after_square_removal
8,8,6,0,"24,0,36,0,24",4,4,genus_one_after_square_removal
8,8,7,0,"28,0,49,0,28",4,4,genus_one_after_square_removal
8,8,8,0,"32,0,64,0,32",4,0,constant_nonsquare_times_square
8,8,9,0,"36,0,81,0,36",4,4,genus_one_after_square_removal
8,8,10,0,"40,0,100,0,40",4,4,genus_one_after_square_removal
8,8,11,0,"44,0,121,0,44",4,4,genus_one_after_square_removal
8,8,12,0,"48,0,144,0,48",4,4,genus_one_after_square_removal
8,8,13,0,"52,0,169,0,52",4,4,genus_one_after_square_removal
8,8,14,0,"56,0,196,0,56",4,4,genus_one_after_square_removal
8,8,15,0,"60,0,225,0,60",4,4,genus_one_after_square_removal
8,8,16,0,"64,0,256,0,64",4,4,genus_one_after_square_removal
8,8,17,0,"68,0,289,0,68",4,4,genus_one_after_square_removal
8,8,18,0,"72,0,324,0,72",4,4,genus_one_after_square_removal
8,8,19,0,"76,0,361,0,76",4,4,genus_one_after_square_removal
8,8,20,0,"80,0,400,0,80",4,4,genus_one_after_square_removal
8,8,21,0,"84,0,441,0,84",4,4,genus_one_after_square_removal
8,8,22,0,"88,0,484,0,88",4,4,genus_one_after_square_removal
8,8,23,0,"92,0,529,0,92",4,4,genus_one_after_square_removal
8,8,24,0,"96,0,576,0,96",4,4,genus_one_after_square_removal
8,10,-24,"1,-1,1","-95,46,531,46,-95",4,4,genus_one_after_square_removal
8,10,-23,"1,-1,1","-91,44,486,44,-91",4,4,genus_one_after_square_removal
8,10,-22,"1,-1,1","-87,42,443,42,-87",4,4,genus_one_after_square_removal
8,10,-21,"1,-1,1","-83,40,402,40,-83",4,4,genus_one_after_square_removal
8,10,-20,"1,-1,1","-79,38,363,38,-79",4,4,genus_one_after_square_removal
8,10,-19,"1,-1,1","-75,36,326,36,-75",4,4,genus_one_after_square_removal
8,10,-18,"1,-1,1","-71,34,291,34,-71",4,4,genus_one_after_square_removal
8,10,-17,"1,-1,1","-67,32,258,32,-67",4,4,genus_one_after_square_removal
8,10,-16,"1,-1,1","-63,30,227,30,-63",4,4,genus_one_after_square_removal
8,10,-15,"1,-1,1","-59,28,198,28,-59",4,4,genus_one_after_square_removal
8,10,-14,"1,-1,1","-55,26,171,26,-55",4,4,genus_one_after_square_removal
8,10,-13,"1,-1,1","-51,24,146,24,-51",4,4,genus_one_after_square_removal
8,10,-12,"1,-1,1","-47,22,123,22,-47",4,4,genus_one_after_square_removal
8,10,-11,"1,-1,1","-43,20,102,20,-43",4,4,genus_one_after_square_removal
8,10,-10,"1,-1,1","-39,18,83,18,-39",4,4,genus_one_after_square_removal
8,10,-9,"1,-1,1","-35,16,66,16,-35",4,4,genus_one_after_square_removal
8,10,-8,"1,-1,1","-31,14,51,14,-31",4,4,genus_one_after_square_removal
8,10,-7,"1,-1,1","-27,12,38,12,-27",4,4,genus_one_after_square_removal
8,10,-6,"1,-1,1","-23,10,27,10,-23",4,4,genus_one_after_square_removal
8,10,-5,"1,-1,1","-19,8,18,8,-19",4,4,genus_one_after_square_removal
8,10,-4,"1,-1,1","-15,6,11,6,-15",4,4,genus_one_after_square_removal
8,10,-3,"1,-1,1","-11,4,6,4,-11",4,4,genus_one_after_square_removal
8,10,-2,"1,-1,1","-7,2,3,2,-7",4,4,genus_one_after_square_removal
8,10,-1,"1,-1,1","-3,0,2,0,-3",4,4,genus_one_after_square_removal
8,10,0,"1,-1,1",,,,h0_finite_divisibility
8,10,1,"1,-1,1","5,-4,6,-4,5",4,4,genus_one_after_square_removal
8,10,2,"1,-1,1","9,-6,11,-6,9",4,4,genus_one_after_square_removal
8,10,3,"1,-1,1","13,-8,18,-8,13",4,4,genus_one_after_square_removal
8,10,4,"1,-1,1","17,-10,27,-10,17",4,4,genus_one_after_square_removal
8,10,5,"1,-1,1","21,-12,38,-12,21",4,4,genus_one_after_square_removal
8,10,6,"1,-1,1","25,-14,51,-14,25",4,4,genus_one_after_square_removal
8,10,7,"1,-1,1","29,-16,66,-16,29",4,4,genus_one_after_square_removal
8,10,8,"1,-1,1","33,-18,83,-18,33",4,4,genus_one_after_square_removal
8,10,9,"1,-1,1","37,-20,102,-20,37",4,4,genus_one_after_square_removal
8,10,10,"1,-1,1","41,-22,123,-22,41",4,4,genus_one_after_square_removal
8,10,11,"1,-1,1","45,-24,146,-24,45",4,4,genus_one_after_square_removal
8,10,12,"1,-1,1","49,-26,171,-26,49",4,4,genus_one_after_square_removal
8,10,13,"1,-1,1","53,-28,198,-28,53",4,4,genus_one_after_square_removal
8,10,14,"1,-1,1","57,-30,227,-30,57",4,4,genus_one_after_square_removal
8,10,15,"1,-1,1","61,-32,258,-32,61",4,4,genus_one_after_square_removal
8,10,16,"1,-1,1","65,-34,291,-34,65",4,4,genus_one_after_square_removal
8,10,17,"1,-1,1","69,-36,326,-36,69",4,4,genus_one_after_square_removal
8,10,18,"1,-1,1","73,-38,363,-38,73",4,4,genus_one_after_square_removal
8,10,19,"1,-1,1","77,-40,402,-40,77",4,4,genus_one_after_square_removal
